,customer_id,age,gender,region,customer_type,plan_type,plan_tier,monthly_fee_€,contract_length_months,auto_renewal,subscription_status,avg_monthly_data_gb,avg_monthly_voice_minutes,sms_per_month,roaming_last_3m,loyalty_member,app_logins_per_month,dropped_calls_last_month,avg_download_speed_mbps,coverage_complaints_6m,csat_score,payment_method,on_time_payments,late_payments_6m,outstanding_balance_€,discount_last_renewal,downgraded_last_6m,last_offer_accepted,campaign_ctr,support_tickets_6m,avg_resolution_time_hrs,email_open_rate,nps_score,subscription_start_date,subscription_end_date,first_name,last_name,full_name,email,Phone,tenure_days
535,TI-2024-000536,22,Other,Dublin,Individual,SIM-only,Freedom,85,1,Yes,Active,58.7,2417,86,No,No,27,4,215.3,2,3,Credit Card,Yes,3,439.97,No,No,No,0.53,1,9.5,0.72,-64,2024-06-25,2024-07-25,Laura,Scott,Laura Scott,laura_scott@gmail.com,+353-1-4090479,30
536,TI-2023-000537,53,Female,Dublin,Individual,Postpay,Essentials,14,1,Yes,Active,39.7,177,415,Yes,Yes,8,7,10.7,4,4,Credit Card,Yes,0,230.01,No,No,Yes,0.25,3,12.4,0.15,29,2023-10-31,2023-11-30,Sharon,Clark,Sharon Clark,sharon_clark@hotmail.com,+353-1-3246365,30
537,TI-2022-000538,51,Male,Other,Individual,Postpay,Essentials,31,1,No,Active,93.9,1433,7,No,No,16,13,112.7,2,1,Credit Card,Yes,0,311.9,Yes,Yes,Yes,0.56,3,16.0,0.76,-40,2022-10-04,2022-11-03,Charles,Moore,Charles Moore,charles_moore@mail.com,+353-87-8978041,30
538,TI-2024-000539,69,Female,Dublin,Individual,Postpay,Freedom,86,24,Yes,Active,10.2,2615,222,Yes,Yes,13,15,189.9,4,1,Credit Card,Yes,4,188.38,Yes,No,No,0.46,0,57.8,0.7,-61,2024-07-15,2026-07-05,Catherine,Taylor,Catherine Taylor,catherine_taylor@outlook.com,+353-1-6245706,720
539,TI-2024-000540,48,Female,Other,Individual,SIM-only,Unlimited,66,24,No,Active,69.0,1613,356,Yes,Yes,16,5,157.2,1,3,Credit Card,Yes,3,38.86,No,No,No,0.44,1,23.0,0.2,90,2024-05-31,2026-05-21,Linda,Allen,Linda Allen,linda_allen@icloud.com,+353-85-7625797,720
540,TI-2022-000541,27,Female,Dublin,Individual,Postpay,Unlimited,56,1,Yes,Active,89.7,2840,15,No,No,0,7,96.5,1,5,Credit Card,No,5,200.53,No,No,No,0.37,0,23.2,0.65,-76,2022-08-29,2022-09-28,Angela,Nelson,Angela Nelson,angela_nelson@icloud.com,+353-1-3904582,30
541,TI-2022-000542,36,Male,Galway,Family,Postpay,Essentials,63,1,Yes,Active,81.4,1763,295,Yes,Yes,9,1,44.2,1,5,Credit Card,Yes,3,296.99,No,No,No,0.32,1,54.6,0.39,22,2022-11-26,2022-12-26,Benjamin,Flores,Benjamin Flores,benjamin_flores@mail.com,+353-91-476306,30
542,TI-2022-000543,49,Female,Galway,Family,Prepay,Freedom,12,0,Yes,Active,22.5,2947,105,No,Yes,22,18,166.3,0,4,Credit Card,Yes,5,143.57,No,No,No,0.27,0,30.3,0.68,65,2022-10-02,2023-02-08,Amanda,Brown,Amanda Brown,amanda_brown@icloud.com,+353-91-466409,129
543,TI-2022-000544,18,Female,Cork,Individual,Prepay,Unlimited,62,12,Yes,Active,33.1,1774,282,No,Yes,15,8,86.5,2,4,Debit Card,Yes,2,423.98,Yes,No,No,0.33,0,5.6,0.5,-64,2022-08-25,2023-08-20,Chloe,Moore,Chloe Moore,chloe_moore@outlook.com,+353-21-2857494,360
544,TI-2022-000545,22,Other,Dublin,Individual,Postpay,Freedom,93,1,Yes,Active,73.1,974,103,No,No,26,4,70.7,4,5,Credit Card,Yes,1,75.55,No,No,No,0.53,3,42.5,0.05,-74,2022-12-15,2023-01-14,Joseph,Campbell,Joseph Campbell,joseph_campbell@mail.com,+353-1-4737512,30
545,TI-2025-000546,62,Male,Dublin,Individual,Postpay,Unlimited,40,24,Yes,Active,13.0,81,360,No,No,24,4,120.3,1,4,Debit Card,No,4,183.56,Yes,No,Yes,0.41,3,10.2,0.79,-17,2025-03-19,2027-03-09,Joshua,Sanchez,Joshua Sanchez,joshua_sanchez@mail.com,+353-1-2404660,720
546,TI-2023-000547,21,Female,Dublin,Individual,Postpay,Essentials,78,24,No,Cancelled,82.1,845,145,No,No,18,18,235.9,1,5,Debit Card,Yes,5,62.45,No,No,No,0.32,2,41.6,0.56,77,2023-05-31,2025-05-20,Victoria,Taylor,Victoria Taylor,victoria_taylor@mail.com,+353-1-3872888,720
547,TI-2023-000548,33,Female,Dublin,Individual,Prepay,Unlimited,97,1,Yes,Active,73.3,2809,34,No,Yes,23,3,146.9,4,3,Debit Card,Yes,5,202.42,No,No,No,0.43,2,56.4,0.72,61,2023-09-27,2023-10-27,Margaret,Young,Margaret Young,margaret_young@yahoo.com,+353-1-1981214,30
548,TI-2024-000549,41,Male,Galway,Individual,Prepay,Freedom,42,1,Yes,Active,74.3,1216,112,No,No,24,15,65.7,2,4,Direct Debit,No,3,19.83,Yes,No,Yes,0.25,3,67.0,0.13,-57,2024-04-04,2024-05-04,Andrew,Anderson,Andrew Anderson,andrew_anderson@hotmail.com,+353-91-989213,30
549,TI-2024-000550,33,Female,Other,Individual,Postpay,Unlimited,81,24,No,Active,14.5,617,307,No,Yes,2,15,36.0,2,5,Credit Card,Yes,4,136.27,No,No,No,0.18,3,5.8,0.72,-29,2024-01-19,2026-01-08,Amy,Thompson,Amy Thompson,amy_thompson@icloud.com,+353-89-7534515,720
550,TI-2023-000551,19,Female,Other,Individual,Prepay,Freedom,97,24,No,Active,73.2,2263,398,No,No,27,15,150.2,4,4,Credit Card,Yes,5,200.37,No,Yes,No,0.14,0,22.6,0.41,31,2023-06-22,2025-06-11,Janet,Sanchez,Janet Sanchez,janet_sanchez@hotmail.com,+353-85-7015925,720
551,TI-2024-000552,66,Male,Galway,Individual,Postpay,Freedom,59,0,Yes,Active,69.6,2337,446,Yes,Yes,11,6,238.5,3,1,Debit Card,Yes,2,239.08,No,No,No,0.41,2,47.3,0.8,79,2024-05-05,2025-01-17,Patrick,Jones,Patrick Jones,patrick_jones@mail.com,+353-91-230045,257
552,TI-2025-000553,45,Male,Galway,Family,Postpay,Unlimited,93,1,Yes,Active,83.9,444,52,No,Yes,2,17,196.2,2,1,Debit Card,Yes,0,271.85,Yes,No,No,0.32,3,23.4,0.6,-46,2025-01-20,2025-02-19,George,Smith,George Smith,george_smith@mail.com,+353-91-602834,30
553,TI-2023-000554,49,Female,Galway,Family,Postpay,Essentials,25,1,No,Cancelled,9.0,922,346,Yes,Yes,14,0,70.4,4,2,Debit Card,Yes,5,137.5,Yes,No,Yes,0.28,1,33.0,0.35,-28,2023-07-13,2023-08-12,Emma,Moore,Emma Moore,emma_moore@outlook.com,+353-91-839637,30
554,TI-2025-000555,44,Male,Dublin,Individual,Postpay,Freedom,85,1,Yes,Active,7.2,2599,80,Yes,No,16,2,131.6,4,5,Credit Card,Yes,3,261.52,Yes,No,Yes,0.08,1,2.4,0.2,-89,2025-04-08,2025-05-08,James,Anderson,James Anderson,james_anderson@icloud.com,+353-1-2761010,30
555,TI-2024-000556,37,Female,Other,Business,Postpay,Freedom,86,0,Yes,Cancelled,40.4,192,103,Yes,No,17,7,256.7,1,2,Debit Card,Yes,2,254.5,Yes,No,Yes,0.25,2,50.2,0.82,41,2024-08-26,2025-03-21,Jessica,Wilson,Jessica Wilson,jessica_wilson@gmail.com,+353-86-2712121,207
556,TI-2023-000557,41,Male,Galway,Business,Postpay,Freedom,48,0,Yes,Active,19.1,1662,321,No,Yes,6,0,54.1,4,5,Direct Debit,No,4,158.09,No,Yes,No,0.33,1,63.7,0.56,62,2023-01-23,2023-07-26,Christopher,Ramirez,Christopher Ramirez,christopher_ramirez@hotmail.com,+353-91-240962,184
557,TI-2023-000558,29,Female,Cork,Individual,Postpay,Unlimited,98,12,No,Active,58.0,288,368,No,Yes,18,6,160.1,0,4,Credit Card,Yes,5,415.1,No,Yes,Yes,0.15,0,70.4,0.99,-95,2023-09-03,2024-08-28,Chloe,Nelson,Chloe Nelson,chloe_nelson@yahoo.com,+353-21-7846704,360
558,TI-2023-000559,67,Male,Dublin,Individual,Postpay,Essentials,55,1,Yes,Active,92.1,2630,241,Yes,No,6,6,107.5,1,5,Direct Debit,No,2,272.82,Yes,No,No,0.42,2,60.0,0.37,-54,2023-06-11,2023-07-11,Raymond,Allen,Raymond Allen,raymond_allen@icloud.com,+353-1-3702718,30
559,TI-2022-000560,52,Female,Cork,Individual,Prepay,Freedom,97,0,No,Active,42.2,1167,30,No,Yes,4,7,38.1,1,1,Credit Card,Yes,2,166.13,No,No,No,0.08,3,3.3,0.69,50,2022-10-17,2023-07-12,Donna,Lee,Donna Lee,donna_lee@hotmail.com,+353-21-5711106,268
560,TI-2023-000561,50,Other,Cork,Business,Prepay,Freedom,56,1,Yes,Active,85.3,1430,316,No,No,25,18,15.9,2,4,Credit Card,Yes,2,473.67,No,No,Yes,0.08,1,47.3,0.62,14,2023-09-30,2023-10-30,Ryan,Williams,Ryan Williams,ryan_williams@hotmail.com,+353-21-3428806,30
561,TI-2023-000562,50,Other,Other,Family,Prepay,Essentials,53,24,No,Active,5.0,1834,191,No,No,7,16,167.2,3,1,Credit Card,Yes,2,422.56,Yes,No,No,0.28,0,36.2,0.64,-33,2023-03-19,2025-03-08,Kenneth,Johnson,Kenneth Johnson,kenneth_johnson@icloud.com,+353-89-7901328,720
562,TI-2025-000563,68,Female,Cork,Individual,Postpay,Freedom,18,24,Yes,Active,21.0,2904,356,No,Yes,20,10,7.2,2,4,Credit Card,No,2,491.29,Yes,No,No,0.08,3,67.6,0.74,92,2025-01-11,2027-01-01,Emma,Walker,Emma Walker,emma_walker@hotmail.com,+353-21-5630823,720
563,TI-2024-000564,60,Male,Dublin,Individual,Postpay,Essentials,96,1,Yes,Cancelled,7.9,1970,360,No,Yes,15,14,31.9,0,5,Debit Card,Yes,2,346.12,Yes,No,No,0.17,4,65.1,0.14,-42,2024-10-27,2024-11-26,Brian,Wilson,Brian Wilson,brian_wilson@icloud.com,+353-1-8866554,30
564,TI-2022-000565,54,Female,Other,Individual,Postpay,Freedom,59,1,No,Active,36.2,2828,232,No,Yes,15,8,104.9,1,5,Debit Card,Yes,1,189.11,No,No,No,0.13,0,71.2,0.55,36,2022-10-22,2022-11-21,Stephanie,Wright,Stephanie Wright,stephanie_wright@hotmail.com,+353-87-1876627,30
565,TI-2025-000566,29,Male,Dublin,Individual,Prepay,Unlimited,86,24,Yes,Active,91.3,895,97,No,Yes,18,16,14.0,1,1,Debit Card,Yes,4,140.43,No,Yes,No,0.28,1,62.2,0.51,18,2025-02-09,2027-01-30,Steven,Baker,Steven Baker,steven_baker@gmail.com,+353-1-5297944,720
566,TI-2025-000567,20,Male,Cork,Individual,Prepay,Freedom,69,1,Yes,Cancelled,14.2,919,33,No,Yes,24,10,120.7,4,3,Credit Card,Yes,0,331.66,No,No,No,0.04,0,39.8,0.34,85,2025-02-25,2025-03-27,Edward,Baker,Edward Baker,edward_baker@outlook.com,+353-21-7717003,30
567,TI-2024-000568,18,Male,Dublin,Family,SIM-only,Freedom,24,1,Yes,Active,62.6,2611,242,Yes,No,14,5,40.0,3,5,Credit Card,No,4,490.41,Yes,No,No,0.19,4,51.8,0.44,-53,2024-02-12,2024-03-13,Jeffrey,Taylor,Jeffrey Taylor,jeffrey_taylor@icloud.com,+353-1-6239564,30
568,TI-2022-000569,50,Female,Galway,Individual,Prepay,Unlimited,45,1,Yes,Active,47.9,2034,438,No,Yes,6,8,105.6,3,3,Credit Card,Yes,3,313.36,No,No,Yes,0.46,4,69.5,0.52,90,2022-10-28,2022-11-27,Donna,Moore,Donna Moore,donna_moore@outlook.com,+353-91-677705,30
569,TI-2024-000570,57,Female,Other,Family,Postpay,Freedom,72,0,Yes,Active,94.2,1552,58,No,Yes,4,17,237.6,4,4,Direct Debit,Yes,3,440.81,Yes,Yes,No,0.53,0,42.0,0.32,-92,2024-10-23,2025-04-13,Elizabeth,Brown,Elizabeth Brown,elizabeth_brown@outlook.com,+353-83-3442030,172
570,TI-2023-000571,27,Female,Dublin,Family,Postpay,Unlimited,78,1,Yes,Active,16.6,1700,258,No,No,22,19,188.3,0,3,Credit Card,Yes,4,164.55,No,No,No,0.11,3,60.6,0.29,71,2023-12-12,2024-01-11,Karen,Gonzalez,Karen Gonzalez,karen_gonzalez@icloud.com,+353-1-5967230,30
571,TI-2024-000572,60,Male,Other,Family,Postpay,Freedom,95,24,Yes,Active,25.1,2060,16,No,No,10,1,134.2,3,1,Direct Debit,Yes,2,203.48,No,No,No,0.08,3,67.9,0.74,-55,2024-05-13,2026-05-03,Dennis,White,Dennis White,dennis_white@hotmail.com,+353-89-5588545,720
572,TI-2022-000573,61,Male,Dublin,Individual,Prepay,Unlimited,89,12,Yes,Active,7.8,1725,77,No,No,9,3,28.5,1,2,Credit Card,Yes,1,453.14,Yes,No,Yes,0.28,4,41.5,0.07,42,2022-08-21,2023-08-16,Christopher,Adams,Christopher Adams,christopher_adams@yahoo.com,+353-1-5191872,360
573,TI-2023-000574,46,Other,Other,Individual,Prepay,Essentials,50,1,Yes,Active,46.2,2387,205,Yes,Yes,24,17,186.1,0,2,Credit Card,Yes,0,378.43,No,No,No,0.17,2,12.3,0.31,80,2023-08-18,2023-09-17,Linda,Perez,Linda Perez,linda_perez@mail.com,+353-89-2946651,30
574,TI-2022-000575,30,Male,Galway,Individual,Prepay,Unlimited,83,24,Yes,Active,31.4,2912,301,No,No,20,0,49.9,2,1,Credit Card,No,5,490.71,No,No,No,0.03,2,12.0,0.65,75,2022-08-13,2024-08-02,Joseph,Thomas,Joseph Thomas,joseph_thomas@gmail.com,+353-91-713942,720
575,TI-2023-000576,29,Male,Other,Individual,Postpay,Essentials,33,0,No,Active,87.6,1897,165,Yes,No,22,10,23.9,2,2,Credit Card,Yes,5,387.38,No,No,Yes,0.2,3,9.2,0.21,-29,2023-05-19,2023-07-04,Raymond,Roberts,Raymond Roberts,raymond_roberts@hotmail.com,+353-89-1586499,46
576,TI-2024-000577,48,Male,Dublin,Individual,Postpay,Freedom,91,1,Yes,Active,62.5,1799,290,No,Yes,26,2,199.5,0,1,Direct Debit,Yes,2,224.26,Yes,No,No,0.41,2,34.8,0.57,27,2024-06-15,2024-07-15,Jerry,Green,Jerry Green,jerry_green@hotmail.com,+353-1-2016337,30
577,TI-2024-000578,63,Female,Other,Individual,Prepay,Freedom,58,12,Yes,Active,63.3,311,384,No,Yes,8,7,273.7,1,5,Debit Card,No,4,265.53,No,Yes,Yes,0.08,3,35.1,0.3,69,2024-02-18,2025-02-12,Deborah,Lee,Deborah Lee,deborah_lee@gmail.com,+353-89-5135421,360
578,TI-2022-000579,19,Female,Galway,Individual,Postpay,Freedom,27,12,No,Active,55.5,2780,111,Yes,Yes,0,4,138.7,2,3,Direct Debit,Yes,5,450.26,No,No,Yes,0.27,1,44.8,0.84,9,2022-12-29,2023-12-24,Donna,Sanchez,Donna Sanchez,donna_sanchez@icloud.com,+353-91-474190,360
579,TI-2022-000580,68,Male,Dublin,Individual,Postpay,Freedom,16,0,Yes,Active,13.7,1127,412,No,No,19,19,13.3,1,2,Direct Debit,Yes,4,275.82,No,No,No,0.41,3,35.3,0.35,44,2022-10-27,2023-09-06,Benjamin,Anderson,Benjamin Anderson,benjamin_anderson@outlook.com,+353-1-3589977,314
580,TI-2023-000581,67,Male,Other,Individual,Prepay,Freedom,13,1,No,Active,47.3,338,387,No,Yes,0,4,264.2,4,5,Debit Card,Yes,1,127.7,Yes,No,No,0.33,1,70.1,0.23,-66,2023-10-15,2023-11-14,Samuel,King,Samuel King,samuel_king@icloud.com,+353-87-5279079,30
581,TI-2023-000582,52,Female,Dublin,Individual,Postpay,Freedom,99,12,No,Active,100.0,2347,316,Yes,No,7,10,21.0,3,2,Debit Card,Yes,1,217.81,No,No,No,0.4,4,21.7,0.53,58,2023-01-26,2024-01-21,Elizabeth,Gonzalez,Elizabeth Gonzalez,elizabeth_gonzalez@gmail.com,+353-1-5664591,360
582,TI-2025-000583,40,Female,Other,Family,Postpay,Essentials,78,12,No,Active,84.3,358,352,No,No,2,11,260.4,0,4,Debit Card,Yes,4,258.16,Yes,No,No,0.44,2,63.0,0.14,31,2025-01-18,2026-01-13,Rebecca,Nguyen,Rebecca Nguyen,rebecca_nguyen@outlook.com,+353-83-7371994,360
583,TI-2024-000584,34,Male,Dublin,Family,Prepay,Essentials,69,12,Yes,Cancelled,89.9,2216,144,No,Yes,1,8,118.2,3,1,Debit Card,No,2,48.36,No,Yes,No,0.16,4,8.1,0.8,-53,2024-12-31,2025-12-26,Samuel,Green,Samuel Green,samuel_green@mail.com,+353-1-4199362,360
584,TI-2024-000585,43,Female,Galway,Individual,Prepay,Essentials,64,1,No,Active,83.2,1172,155,No,Yes,29,12,110.3,4,1,Credit Card,Yes,2,371.88,Yes,Yes,No,0.42,0,43.7,0.68,41,2024-10-04,2024-11-03,Linda,Nguyen,Linda Nguyen,linda_nguyen@gmail.com,+353-91-897999,30
585,TI-2023-000586,25,Male,Cork,Individual,Postpay,Freedom,25,0,No,Active,14.8,2808,177,Yes,Yes,3,19,163.3,2,5,Credit Card,Yes,2,54.68,Yes,No,No,0.28,0,47.0,0.77,52,2023-05-12,2023-06-15,Kevin,Campbell,Kevin Campbell,kevin_campbell@outlook.com,+353-21-5199587,34
586,TI-2022-000587,46,Male,Dublin,Individual,Postpay,Essentials,99,1,Yes,Active,26.6,767,345,No,Yes,26,2,287.2,1,4,Debit Card,Yes,5,202.46,No,No,Yes,0.09,4,55.8,0.4,-55,2022-08-07,2022-09-06,John,Robinson,John Robinson,john_robinson@gmail.com,+353-1-8777510,30
587,TI-2022-000588,43,Female,Dublin,Individual,Postpay,Freedom,91,0,Yes,Active,5.3,2089,135,No,No,18,12,269.7,1,3,Credit Card,Yes,0,402.31,No,Yes,No,0.39,3,36.7,0.84,-53,2022-08-31,2022-10-10,Amanda,Thompson,Amanda Thompson,amanda_thompson@yahoo.com,+353-1-3372860,40
588,TI-2023-000589,27,Male,Dublin,Individual,Postpay,Freedom,38,24,Yes,Active,33.8,201,417,Yes,No,10,10,141.6,4,4,Credit Card,Yes,0,233.79,No,No,Yes,0.53,3,15.0,0.49,67,2023-11-25,2025-11-14,Kevin,Lee,Kevin Lee,kevin_lee@yahoo.com,+353-1-3795456,720
589,TI-2024-000590,43,Female,Cork,Family,Postpay,Essentials,32,1,Yes,Active,15.3,1692,314,Yes,Yes,4,10,209.1,0,4,Direct Debit,Yes,2,421.01,No,No,No,0.18,2,27.2,0.09,77,2024-05-30,2024-06-29,Cynthia,Johnson,Cynthia Johnson,cynthia_johnson@hotmail.com,+353-21-3537727,30
590,TI-2023-000591,51,Male,Dublin,Individual,Prepay,Freedom,23,1,Yes,Active,49.9,463,17,No,No,28,19,174.5,3,3,Credit Card,Yes,4,170.94,Yes,No,Yes,0.33,4,20.3,0.22,-94,2023-02-25,2023-03-27,Steven,Jones,Steven Jones,steven_jones@mail.com,+353-1-4341470,30
591,TI-2023-000592,68,Male,Cork,Individual,Postpay,Unlimited,88,12,Yes,Cancelled,69.3,448,350,No,Yes,23,6,208.3,2,3,Debit Card,Yes,1,478.82,Yes,No,Yes,0.52,0,30.8,0.71,-6,2023-05-12,2024-05-06,John,Hernandez,John Hernandez,john_hernandez@mail.com,+353-21-1269591,360
592,TI-2025-000593,58,Other,Dublin,Individual,Postpay,Essentials,58,1,Yes,Active,88.1,912,442,Yes,Yes,9,16,249.0,0,4,Credit Card,No,3,104.73,No,No,No,0.36,4,38.6,0.9,-41,2025-05-30,2025-06-29,Pamela,Torres,Pamela Torres,pamela_torres@icloud.com,+353-1-1435850,30
593,TI-2025-000594,24,Male,Dublin,Individual,Prepay,Freedom,42,1,Yes,Active,76.2,797,154,No,Yes,23,15,11.3,4,2,Debit Card,Yes,1,19.13,Yes,No,No,0.26,4,45.4,0.1,-66,2025-07-05,2025-08-04,Nicholas,White,Nicholas White,nicholas_white@gmail.com,+353-1-8009007,30
594,TI-2023-000595,21,Female,Galway,Individual,Postpay,Freedom,34,24,Yes,Active,94.2,793,271,No,Yes,26,13,98.4,4,2,Credit Card,No,1,436.21,No,No,No,0.13,2,61.0,0.86,90,2023-05-01,2025-04-20,Michelle,Lewis,Michelle Lewis,michelle_lewis@hotmail.com,+353-91-755582,720
595,TI-2023-000596,67,Male,Dublin,Individual,Postpay,Freedom,30,24,Yes,Active,10.1,436,265,No,No,22,0,287.8,1,4,Direct Debit,Yes,3,376.1,No,No,No,0.39,3,65.6,0.8,47,2023-12-16,2025-12-05,Robert,Hernandez,Robert Hernandez,robert_hernandez@icloud.com,+353-1-4335393,720
596,TI-2024-000597,62,Male,Other,Individual,Prepay,Freedom,26,12,No,Cancelled,6.2,1916,359,Yes,No,7,10,284.9,2,2,Direct Debit,Yes,2,115.99,No,Yes,Yes,0.12,0,33.8,0.36,43,2024-12-31,2025-12-26,Charles,Lee,Charles Lee,charles_lee@yahoo.com,+353-89-6526139,360
597,TI-2022-000598,28,Male,Other,Individual,SIM-only,Freedom,32,0,Yes,Cancelled,67.8,1773,331,No,Yes,12,12,4.4,0,3,Direct Debit,Yes,1,492.37,No,No,No,0.08,2,7.3,0.69,49,2022-12-18,2023-08-12,Jason,Williams,Jason Williams,jason_williams@mail.com,+353-83-5487387,237
598,TI-2023-000599,46,Female,Galway,Individual,Prepay,Freedom,66,12,Yes,Active,32.5,530,405,Yes,Yes,28,0,61.2,1,3,Credit Card,No,3,251.14,Yes,Yes,No,0.42,0,57.6,0.19,63,2023-04-24,2024-04-18,Elizabeth,Sanchez,Elizabeth Sanchez,elizabeth_sanchez@yahoo.com,+353-91-199417,360
599,TI-2023-000600,53,Male,Cork,Individual,Prepay,Essentials,90,12,Yes,Cancelled,29.1,564,15,No,Yes,4,1,298.1,2,2,Credit Card,No,5,475.53,No,No,No,0.2,0,34.9,0.81,-82,2023-09-24,2024-09-18,Raymond,Harris,Raymond Harris,raymond_harris@gmail.com,+353-21-4482738,360
600,TI-2023-000601,42,Female,Other,Individual,Prepay,Freedom,67,0,Yes,Active,36.4,1620,11,No,Yes,25,8,148.4,3,3,Direct Debit,No,4,252.51,No,Yes,No,0.11,3,39.8,0.66,29,2023-06-24,2023-10-12,Barbara,Jackson,Barbara Jackson,barbara_jackson@gmail.com,+353-86-7866126,110
601,TI-2022-000602,38,Male,Dublin,Business,Postpay,Freedom,23,1,No,Cancelled,30.6,1296,74,No,No,25,12,172.3,3,1,Direct Debit,No,4,235.94,No,No,No,0.24,3,43.3,0.44,-33,2022-10-11,2022-11-10,Frank,Hernandez,Frank Hernandez,frank_hernandez@icloud.com,+353-1-7757097,30
602,TI-2024-000603,53,Other,Dublin,Individual,Postpay,Essentials,29,24,No,Active,53.6,2919,211,No,No,26,4,50.8,1,3,Direct Debit,Yes,4,224.57,No,No,No,0.04,2,48.4,0.86,-3,2024-09-03,2026-08-24,Nicholas,Clark,Nicholas Clark,nicholas_clark@gmail.com,+353-1-5359468,720
603,TI-2023-000604,27,Male,Dublin,Individual,Prepay,Freedom,39,0,Yes,Active,46.8,212,178,No,No,11,8,268.4,0,4,Debit Card,Yes,2,167.44,No,No,No,0.21,1,64.2,0.14,-94,2023-01-24,2023-03-27,James,Moore,James Moore,james_moore@gmail.com,+353-1-1563798,62
604,TI-2025-000605,54,Female,Galway,Individual,Postpay,Unlimited,28,12,No,Active,53.7,948,128,No,Yes,26,12,70.1,2,5,Credit Card,Yes,1,266.85,No,Yes,No,0.19,2,68.6,0.85,-54,2025-07-13,2026-07-08,Helen,Martin,Helen Martin,helen_martin@gmail.com,+353-91-800287,360
605,TI-2025-000606,26,Female,Dublin,Individual,Prepay,Freedom,62,1,Yes,Active,68.9,1127,282,Yes,Yes,12,4,57.7,3,2,Credit Card,Yes,1,226.28,Yes,No,No,0.31,2,67.8,0.02,76,2025-04-03,2025-05-03,Chloe,Hernandez,Chloe Hernandez,chloe_hernandez@outlook.com,+353-1-1658121,30
606,TI-2024-000607,41,Female,Cork,Individual,Postpay,Freedom,65,1,Yes,Active,41.8,191,194,No,Yes,21,14,69.2,3,2,Direct Debit,No,0,18.37,No,Yes,No,0.52,1,58.5,0.75,-58,2024-12-09,2025-01-08,Deborah,Thomas,Deborah Thomas,deborah_thomas@yahoo.com,+353-21-3500956,30
607,TI-2024-000608,52,Female,Other,Individual,Postpay,Unlimited,86,0,Yes,Active,28.9,1403,267,Yes,Yes,7,6,276.0,0,3,Debit Card,Yes,4,130.22,Yes,Yes,No,0.24,0,64.1,0.57,-69,2024-05-09,2025-04-08,Linda,Flores,Linda Flores,linda_flores@mail.com,+353-83-2345074,334
608,TI-2024-000609,66,Female,Other,Family,Postpay,Freedom,91,24,No,Active,20.8,1990,29,No,Yes,14,13,211.2,1,3,Credit Card,Yes,2,106.56,Yes,No,No,0.31,4,4.5,0.7,44,2024-02-11,2026-01-31,Lisa,Nguyen,Lisa Nguyen,lisa_nguyen@gmail.com,+353-83-4521572,720
609,TI-2022-000610,52,Female,Cork,Individual,SIM-only,Freedom,32,1,Yes,Active,38.2,1104,8,No,Yes,12,15,230.8,4,5,Credit Card,Yes,3,433.72,Yes,No,No,0.33,1,61.3,0.41,27,2022-11-25,2022-12-25,Victoria,Walker,Victoria Walker,victoria_walker@mail.com,+353-21-9659450,30
610,TI-2024-000611,65,Male,Dublin,Individual,Prepay,Freedom,71,12,Yes,Active,75.5,704,308,No,Yes,0,5,113.7,2,5,Debit Card,Yes,2,299.43,Yes,Yes,Yes,0.22,4,6.1,0.86,18,2024-11-02,2025-10-28,Jeffrey,King,Jeffrey King,jeffrey_king@mail.com,+353-1-5192753,360
611,TI-2025-000612,53,Male,Other,Individual,Prepay,Unlimited,42,12,No,Cancelled,76.9,548,444,No,No,21,1,272.8,3,4,Debit Card,Yes,1,381.84,Yes,No,No,0.13,0,54.0,0.31,-87,2025-03-02,2026-02-25,Joseph,Moore,Joseph Moore,joseph_moore@gmail.com,+353-87-4166456,360
612,TI-2024-000613,35,Female,Cork,Family,Postpay,Freedom,27,12,Yes,Active,68.4,1861,309,No,No,5,15,237.0,4,1,Credit Card,Yes,4,478.41,No,No,Yes,0.21,1,13.0,0.27,-20,2024-11-02,2025-10-28,Emily,Thompson,Emily Thompson,emily_thompson@mail.com,+353-21-7519388,360
613,TI-2023-000614,66,Female,Dublin,Individual,SIM-only,Freedom,82,24,Yes,Cancelled,27.2,153,164,No,Yes,10,18,225.4,0,4,Credit Card,Yes,0,322.02,Yes,No,Yes,0.17,3,26.6,0.3,59,2023-02-23,2025-02-12,Helen,Ramirez,Helen Ramirez,helen_ramirez@hotmail.com,+353-1-4469888,720
614,TI-2024-000615,56,Female,Dublin,Individual,Prepay,Freedom,42,12,No,Active,60.9,1665,192,No,No,12,4,291.3,1,2,Credit Card,Yes,5,491.3,No,No,Yes,0.11,2,14.1,0.77,87,2024-04-20,2025-04-15,Margaret,Jones,Margaret Jones,margaret_jones@gmail.com,+353-1-1821865,360
615,TI-2023-000616,49,Female,Other,Individual,Prepay,Unlimited,41,1,Yes,Active,59.2,570,425,Yes,Yes,20,3,110.5,2,3,Credit Card,Yes,2,155.88,Yes,No,Yes,0.21,1,32.5,0.5,87,2023-11-17,2023-12-17,Pamela,Robinson,Pamela Robinson,pamela_robinson@outlook.com,+353-86-9004888,30
